nutrient_id,sex_code,life_code,age_band_id,ref_code,calc_kind,factor,var,per_unit,offset
iodine,F,general,9,RDA,ABS,140,,,
iodine,F,general,9,UL,ABS,3000,,,
iodine,F,general,10,EAR,ABS,100,,,
iodine,F,general,10,RDA,ABS,140,,,
iodine,F,general,10,UL,ABS,3000,,,
iodine,F,general,11,EAR,ABS,100,,,
iodine,F,general,11,RDA,ABS,140,,,
iodine,F,general,11,UL,ABS,3000,,,
iodine,F,general,12,EAR,ABS,100,,,
iodine,F,general,12,RDA,ABS,140,,,
iodine,F,general,12,UL,ABS,3000,,,
iodine,F,general,13,EAR,ABS,100,,,
iodine,F,general,13,RDA,ABS,140,,,
iodine,F,general,13,UL,ABS,3000,,,
iodine,F,general,14,EAR,ABS,100,,,
iodine,F,general,14,RDA,ABS,140,,,
iodine,F,general,14,UL,ABS,3000,,,
iodine,F,pregnant,10,EAR,ABS,175,,,
iodine,F,pregnant,10,RDA,ABS,250,,,
iodine,F,pregnant,10,UL,ABS,2000,,,
iodine,F,pregnant,11,EAR,ABS,175,,,
iodine,F,pregnant,11,RDA,ABS,250,,,
iodine,F,pregnant,11,UL,ABS,2000,,,
iodine,F,lactating,10,EAR,ABS,200,,,
iodine,F,lactating,10,RDA,ABS,280,,,
iodine,F,lactating,10,UL,ABS,2000,,,
iodine,F,lactating,11,EAR,ABS,200,,,
iodine,F,lactating,11,RDA,ABS,280,,,
iodine,F,lactating,11,UL,ABS,2000,,,
# --- セレン (selenium) ---
selenium,M,general,1,AI,ABS,15,,,
selenium,M,general,2,AI,ABS,15,,,
selenium,M,general,3,EAR,ABS,10,,,
selenium,M,general,3,RDA,ABS,10,,,
selenium,M,general,3,UL,ABS,100,,,
selenium,M,general,4,EAR,ABS,10,,,
selenium,M,general,4,RDA,ABS,15,,,
selenium,M,general,4,UL,ABS,100,,,
selenium,M,general,5,EAR,ABS,15,,,
selenium,M,general,5,RDA,ABS,15,,,
selenium,M,general,5,UL,ABS,150,,,
selenium,M,general,6,EAR,ABS,15,,,
selenium,M,general,6,RDA,ABS,20,,,
selenium,M,general,6,UL,ABS,200,,,
selenium,M,general,7,EAR,ABS,20,,,
selenium,M,general,7,RDA,ABS,25,,,
selenium,M,general,7,UL,ABS,250,,,
selenium,M,general,8,EAR,ABS,25,,,
selenium,M,general,8,RDA,ABS,30,,,
selenium,M,general,8,UL,ABS,350,,,
selenium,M,general,9,EAR,ABS,30,,,
selenium,M,general,9,RDA,ABS,35,,,
selenium,M,general,9,UL,ABS,400,,,
selenium,M,general,10,EAR,ABS,25,,,
selenium,M,general,10,RDA,ABS,30,,,
selenium,M,general,10,UL,ABS,400,,,
selenium,M,general,11,EAR,ABS,25,,,
selenium,M,general,11,RDA,ABS,35,,,
selenium,M,general,11,UL,ABS,450,,,
selenium,M,general,12,EAR,ABS,25,,,
selenium,M,general,12,RDA,ABS,30,,,
selenium,M,general,12,UL,ABS,450,,,
selenium,M,general,13,EAR,ABS,25,,,
selenium,M,general,13,RDA,ABS,30,,,
selenium,M,general,13,UL,ABS,450,,,
selenium,M,general,14,EAR,ABS,25,,,
selenium,M,general,14,RDA,ABS,30,,,
selenium,M,general,14,UL,ABS,400,,,
selenium,F,general,1,AI,ABS,15,,,
selenium,F,general,2,AI,ABS,15,,,
selenium,F,general,3,EAR,ABS,10,,,
selenium,F,general,3,RDA,ABS,10,,,
selenium,F,general,3,UL,ABS,100,,,
selenium,F,general,4,EAR,ABS,10,,,
selenium,F,general,4,RDA,ABS,10,,,
selenium,F,general,4,UL,ABS,100,,,
