nutrient_id,sex_code,life_code,age_band_id,ref_code,calc_kind,factor,var,per_unit,offset
vitamin_b12,F,pregnant,10,AI,ABS,4.0,,,
vitamin_b12,F,pregnant,11,AI,ABS,4.0,,,
vitamin_b12,F,lactating,10,AI,ABS,4.0,,,
vitamin_b12,F,lactating,11,AI,ABS,4.0,,,
# --- 葉酸 (folate) ---
folate,M,general,1,AI,ABS,40,,,
folate,M,general,2,AI,ABS,70,,,
folate,M,general,3,EAR,ABS,70,,,
folate,M,general,3,RDA,ABS,90,,,
folate,M,general,3,UL,ABS,200,,,
folate,M,general,4,EAR,ABS,80,,,
folate,M,general,4,RDA,ABS,100,,,
folate,M,general,4,UL,ABS,300,,,
folate,M,general,5,EAR,ABS,110,,,
folate,M,general,5,RDA,ABS,130,,,
folate,M,general,5,UL,ABS,400,,,
folate,M,general,6,EAR,ABS,130,,,
folate,M,general,6,RDA,ABS,150,,,
folate,M,general,6,UL,ABS,500,,,
folate,M,general,7,EAR,ABS,150,,,
folate,M,general,7,RDA,ABS,180,,,
folate,M,general,7,UL,ABS,700,,,
folate,M,general,8,EAR,ABS,190,,,
folate,M,general,8,RDA,ABS,230,,,
folate,M,general,8,UL,ABS,900,,,
folate,M,general,9,EAR,ABS,200,,,
folate,M,general,9,RDA,ABS,240,,,
folate,M,general,9,UL,ABS,900,,,
folate,M,general,10,EAR,ABS,200,,,
folate,M,general,10,RDA,ABS,240,,,
folate,M,general,10,UL,ABS,900,,,
folate,M,general,11,EAR,ABS,200,,,
folate,M,general,11,RDA,ABS,240,,,
folate,M,general,11,UL,ABS,1000,,,
folate,M,general,12,EAR,ABS,200,,,
folate,M,general,12,RDA,ABS,240,,,
folate,M,general,12,UL,ABS,1000,,,
folate,M,general,13,EAR,ABS,200,,,
folate,M,general,13,RDA,ABS,240,,,
folate,M,general,13,UL,ABS,900,,,
folate,M,general,14,EAR,ABS,200,,,
folate,M,general,14,RDA,ABS,240,,,
folate,M,general,14,UL,ABS,900,,,
folate,F,general,1,AI,ABS,40,,,
folate,F,general,2,AI,ABS,70,,,
folate,F,general,3,EAR,ABS,70,,,
folate,F,general,3,RDA,ABS,90,,,
folate,F,general,3,UL,ABS,200,,,
folate,F,general,4,EAR,ABS,80,,,
folate,F,general,4,RDA,ABS,100,,,
folate,F,general,4,UL,ABS,300,,,
folate,F,general,5,EAR,ABS,110,,,
folate,F,general,5,RDA,ABS,130,,,
folate,F,general,5,UL,ABS,400,,,
folate,F,general,6,EAR,ABS,130,,,
