nutrient_id,sex_code,life_code,age_band_id,ref_code,calc_kind,factor,var,per_unit,offset
vitamin_d,M,general,9,UL,ABS,90,,,
vitamin_d,M,general,10,AI,ABS,9.0,,,
vitamin_d,M,general,10,UL,ABS,100,,,
vitamin_d,M,general,11,AI,ABS,9.0,,,
vitamin_d,M,general,11,UL,ABS,100,,,
vitamin_d,M,general,12,AI,ABS,9.0,,,
vitamin_d,M,general,12,UL,ABS,100,,,
vitamin_d,M,general,13,AI,ABS,9.0,,,
vitamin_d,M,general,13,UL,ABS,100,,,
vitamin_d,M,general,14,AI,ABS,9.0,,,
vitamin_d,M,general,14,UL,ABS,100,,,
vitamin_d,F,general,1,AI,ABS,5.0,,,
vitamin_d,F,general,1,UL,ABS,25,,,
vitamin_d,F,general,2,AI,ABS,5.0,,,
vitamin_d,F,general,2,UL,ABS,25,,,
vitamin_d,F,general,3,AI,ABS,3.5,,,
vitamin_d,F,general,3,UL,ABS,25,,,
vitamin_d,F,general,4,AI,ABS,4.5,,,
vitamin_d,F,general,4,UL,ABS,30,,,
vitamin_d,F,general,5,AI,ABS,5.5,,,
vitamin_d,F,general,5,UL,ABS,40,,,
vitamin_d,F,general,6,AI,ABS,6.5,,,
vitamin_d,F,general,6,UL,ABS,40,,,
vitamin_d,F,general,7,AI,ABS,8.0,,,
vitamin_d,F,general,7,UL,ABS,60,,,
vitamin_d,F,general,8,AI,ABS,9.0,,,
vitamin_d,F,general,8,UL,ABS,80,,,
vitamin_d,F,general,9,AI,ABS,9.0,,,
vitamin_d,F,general,9,UL,ABS,90,,,
vitamin_d,F,general,10,AI,ABS,9.0,,,
vitamin_d,F,general,10,UL,ABS,100,,,
vitamin_d,F,general,11,AI,ABS,9.0,,,
vitamin_d,F,general,11,UL,ABS,100,,,
vitamin_d,F,general,12,AI,ABS,9.0,,,
vitamin_d,F,general,12,UL,ABS,100,,,
vitamin_d,F,general,13,AI,ABS,9.0,,,
vitamin_d,F,general,13,UL,ABS,100,,,
vitamin_d,F,general,14,AI,ABS,9.0,,,
vitamin_d,F,general,14,UL,ABS,100,,,
vitamin_d,F,pregnant,10,AI,ABS,9.0,,,
vitamin_d,F,pregnant,11,AI,ABS,9.0,,,
vitamin_d,F,pregnant,12,AI,ABS,9.0,,,
vitamin_d,F,pregnant,13,AI,ABS,9.0,,,
vitamin_d,F,pregnant,14,AI,ABS,9.0,,,
vitamin_d,F,lactating,10,AI,ABS,9.0,,,
vitamin_d,F,lactating,11,AI,ABS,9.0,,,
vitamin_d,F,lactating,12,AI,ABS,9.0,,,
vitamin_d,F,lactating,13,AI,ABS,9.0,,,
vitamin_d,F,lactating,14,AI,ABS,9.0,,,
# --- ビタミンE (vitamin_e) ---
vitamin_e,M,general,1,AI,ABS,3.0,,,
vitamin_e,M,general,2,AI,ABS,4.0,,,
vitamin_e,M,general,3,AI,ABS,3.0,,,
vitamin_e,M,general,3,UL,ABS,150,,,
vitamin_e,M,general,4,AI,ABS,4.0,,,
vitamin_e,M,general,4,UL,ABS,200,,,
vitamin_e,M,general,5,AI,ABS,4.5,,,
vitamin_e,M,general,5,UL,ABS,300,,,
vitamin_e,M,general,6,AI,ABS,5.0,,,
vitamin_e,M,general,6,UL,ABS,350,,,
vitamin_e,M,general,7,AI,ABS,5.0,,,
vitamin_e,M,general,7,UL,ABS,450,,,
vitamin_e,M,general,8,AI,ABS,6.5,,,
vitamin_e,M,general,8,UL,ABS,650,,,
vitamin_e,M,general,9,AI,ABS,7.0,,,
vitamin_e,M,general,9,UL,ABS,750,,,
vitamin_e,M,general,10,AI,ABS,6.5,,,
vitamin_e,M,general,10,UL,ABS,800,,,
vitamin_e,M,general,11,AI,ABS,6.5,,,
vitamin_e,M,general,11,UL,ABS,800,,,
vitamin_e,M,general,12,AI,ABS,6.5,,,
vitamin_e,M,general,12,UL,ABS,800,,,
vitamin_e,M,general,13,AI,ABS,7.5,,,
vitamin_e,M,general,13,UL,ABS,800,,,
vitamin_e,M,general,14,AI,ABS,7.0,,,
vitamin_e,M,general,14,UL,ABS,800,,,
vitamin_e,F,general,1,AI,ABS,3.0,,,
vitamin_e,F,general,2,AI,ABS,4.0,,,
vitamin_e,F,general,3,AI,ABS,3.0,,,
vitamin_e,F,general,3,UL,ABS,150,,,
vitamin_e,F,general,4,AI,ABS,4.0,,,
vitamin_e,F,general,4,UL,ABS,200,,,
vitamin_e,F,general,5,AI,ABS,4.0,,,
vitamin_e,F,general,5,UL,ABS,300,,,
vitamin_e,F,general,6,AI,ABS,5.0,,,
vitamin_e,F,general,6,UL,ABS,350,,,
vitamin_e,F,general,7,AI,ABS,5.5,,,
vitamin_e,F,general,7,UL,ABS,450,,,
vitamin_e,F,general,8,AI,ABS,6.0,,,
vitamin_e,F,general,8,UL,ABS,600,,,
vitamin_e,F,general,9,AI,ABS,6.0,,,
vitamin_e,F,general,9,UL,ABS,650,,,
vitamin_e,F,general,10,AI,ABS,5.0,,,
vitamin_e,F,general,10,UL,ABS,650,,,
vitamin_e,F,general,11,AI,ABS,6.0,,,
vitamin_e,F,general,11,UL,ABS,700,,,
vitamin_e,F,general,12,AI,ABS,6.0,,,
vitamin_e,F,general,12,UL,ABS,700,,,
vitamin_e,F,general,13,AI,ABS,7.0,,,
vitamin_e,F,general,13,UL,ABS,700,,,
vitamin_e,F,general,14,AI,ABS,6.0,,,
vitamin_e,F,general,14,UL,ABS,650,,,
vitamin_e,F,pregnant,10,AI,ABS,5.5,,,
vitamin_e,F,pregnant,11,AI,ABS,5.5,,,
vitamin_e,F,pregnant,12,AI,ABS,5.5,,,
vitamin_e,F,pregnant,13,AI,ABS,5.5,,,
vitamin_e,F,pregnant,14,AI,ABS,5.5,,,
vitamin_e,F,lactating,10,AI,ABS,5.5,,,
vitamin_e,F,lactating,11,AI,ABS,5.5,,,
vitamin_e,F,lactating,12,AI,ABS,5.5,,,
vitamin_e,F,lactating,13,AI,ABS,5.5,,,
vitamin_e,F,lactating,14,AI,ABS,5.5,,,
# --- ビタミンK (vitamin_k) ---
vitamin_k,M,general,1,AI,ABS,4,,,
vitamin_k,M,general,2,AI,ABS,7,,,
vitamin_k,M,general,3,AI,ABS,50,,,
vitamin_k,M,general,4,AI,ABS,60,,,
vitamin_k,M,general,5,AI,ABS,80,,,
vitamin_k,M,general,6,AI,ABS,90,,,
vitamin_k,M,general,7,AI,ABS,110,,,
vitamin_k,M,general,8,AI,ABS,140,,,
vitamin_k,M,general,9,AI,ABS,150,,,
vitamin_k,M,general,10,AI,ABS,150,,,
vitamin_k,M,general,11,AI,ABS,150,,,
vitamin_k,M,general,12,AI,ABS,150,,,
vitamin_k,M,general,13,AI,ABS,150,,,
vitamin_k,M,general,14,AI,ABS,150,,,
vitamin_k,F,general,1,AI,ABS,4,,,
vitamin_k,F,general,2,AI,ABS,7,,,
vitamin_k,F,general,3,AI,ABS,60,,,
vitamin_k,F,general,4,AI,ABS,70,,,
vitamin_k,F,general,5,AI,ABS,90,,,
vitamin_k,F,general,6,AI,ABS,110,,,
vitamin_k,F,general,7,AI,ABS,130,,,
vitamin_k,F,general,8,AI,ABS,150,,,
vitamin_k,F,general,9,AI,ABS,150,,,
vitamin_k,F,general,10,AI,ABS,150,,,
vitamin_k,F,general,11,AI,ABS,150,,,
vitamin_k,F,general,12,AI,ABS,150,,,
vitamin_k,F,general,13,AI,ABS,150,,,
vitamin_k,F,general,14,AI,ABS,150,,,
vitamin_k,F,pregnant,10,AI,ABS,150,,,
vitamin_k,F,pregnant,11,AI,ABS,150,,,
vitamin_k,F,pregnant,12,AI,ABS,150,,,
vitamin_k,F,pregnant,13,AI,ABS,150,,,
vitamin_k,F,pregnant,14,AI,ABS,150,,,
vitamin_k,F,lactating,10,AI,ABS,150,,,
vitamin_k,F,lactating,11,AI,ABS,150,,,
vitamin_k,F,lactating,12,AI,ABS,150,,,
vitamin_k,F,lactating,13,AI,ABS,150,,,
vitamin_k,F,lactating,14,AI,ABS,150,,,
