food_name,energy,protein,saturated_fatty_acids,n6_fatty_acids,n3_fatty_acids,carbohydrate,fiber,vitamin_a,vitamin_d,vitamin_e,vitamin_k,vitamin_b1,vitamin_b2,niacin,vitamin_b6,vitamin_b12,folate,pantothenic_acid,biotin,vitamin_c,salt_equivalent,potassium,calcium,magnesium,phosphorus,iron,zinc,copper,manganese,iodine,selenium,chromium,molybdenum,quantity,unit,price
こむぎ　［即席めん類］　和風スタイル即席カップめん　油揚げ　乾　（添付調味料等を含むもの）,437.0,9.6,8.66,2.25,0.1,58.1,6.0,4.0,0.0,2.6,5.0,0.11,0.05,1.0,0.05,0.2,12.0,0.25,2.0,1.0,6.7,150.0,170.0,26.0,160.0,1.3,0.5,0.11,0.54,430.0,13.0,5.0,19.0,100,g,
こむぎ　［即席めん類］　和風スタイル即席カップめん　油揚げ　調理後全体　（添付調味料等を含むもの）,91.0,1.9,2.04,0.53,0.02,7.3,1.4,0.0,0.0,0.6,1.0,0.19,0.08,0.3,0.01,0.0,2.0,0.06,0.5,2.0,1.4,34.0,41.0,6.0,38.0,0.2,0.1,0.02,0.1,99.0,3.0,1.0,4.0,100,g,
こむぎ　［即席めん類］　和風スタイル即席カップめん　油揚げ　調理後のめん　（スープを残したもの）,163.0,2.4,3.29,0.74,0.02,23.3,2.4,0.0,0.0,1.0,1.0,0.15,0.06,0.3,0.01,0.0,3.0,0.07,0.4,1.0,1.1,26.0,78.0,6.0,48.0,0.2,0.1,0.02,0.13,77.0,4.0,2.0,3.0,100,g,
こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　乾,347.0,12.0,0.39,0.82,0.05,73.4,5.4,1.0,0.0,0.3,0.0,0.19,0.06,2.3,0.11,0.0,13.0,0.65,4.0,0.0,0.0,200.0,18.0,55.0,130.0,1.4,1.5,0.28,0.82,0.0,63.0,1.0,53.0,100,g,
こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　ゆで,150.0,5.3,0.19,0.38,0.02,31.3,3.0,0.0,0.0,0.1,0.0,0.06,0.03,0.6,0.02,0.0,4.0,0.28,1.6,0.0,1.2,14.0,8.0,20.0,53.0,0.7,0.7,0.14,0.35,0.0,32.0,1.0,13.0,100,g,
こむぎ　［マカロニ・スパゲッティ類］　生パスタ　生,232.0,7.5,0.4,0.72,0.04,46.1,1.5,0.0,0.0,0.1,0.0,0.05,0.04,1.1,0.05,0.0,9.0,0.27,0.0,0.0,1.2,76.0,12.0,18.0,73.0,0.5,0.5,0.12,0.32,0.0,0.0,0.0,0.0,100,g,
こむぎ　［ふ類］　生ふ,161.0,11.7,0.18,0.39,0.02,0.0,0.5,0.0,0.0,0.0,0.0,0.08,0.03,0.5,0.02,0.0,7.0,0.12,0.0,0.0,0.0,30.0,13.0,18.0,60.0,1.3,1.8,0.25,1.04,0.0,0.0,0.0,0.0,100,g,
こむぎ　［ふ類］　焼きふ　釜焼きふ,357.0,26.8,0.62,1.3,0.07,0.0,3.7,0.0,0.0,0.5,0.0,0.16,0.07,3.5,0.08,0.0,16.0,0.58,0.0,0.0,0.0,120.0,33.0,43.0,130.0,3.3,2.2,0.32,0.0,0.0,0.0,0.0,0.0,100,g,
こむぎ　［ふ類］　焼きふ　板ふ,351.0,23.6,0.76,1.59,0.09,0.0,3.8,0.0,0.0,0.6,0.0,0.2,0.08,3.6,0.16,0.0,22.0,0.79,0.0,0.0,0.5,220.0,31.0,90.0,220.0,4.9,2.9,0.49,1.54,0.0,0.0,0.0,0.0,100,g,
こむぎ　［ふ類］　焼きふ　車ふ,361.0,27.8,0.78,1.64,0.09,0.0,2.6,0.0,0.0,0.4,0.0,0.12,0.07,2.9,0.07,0.0,11.0,0.47,0.0,0.0,0.3,130.0,25.0,53.0,130.0,4.2,2.7,0.42,1.23,0.0,0.0,0.0,0.0,100,g,
こむぎ　［その他］　小麦はいが,391.0,26.5,1.84,5.75,0.75,29.6,14.3,5.0,0.0,28.0,2.0,1.82,0.71,4.2,1.24,0.0,390.0,1.34,0.0,0.0,0.0,1100.0,42.0,310.0,1100.0,9.4,16.0,0.89,0.0,0.0,0.0,0.0,0.0,100,g,
こむぎ　［その他］　小麦たんぱく　粉末状,398.0,71.2,1.43,4.0,0.25,0.0,2.4,1.0,0.0,1.1,0.0,0.03,0.12,3.5,0.1,0.0,34.0,0.61,0.0,0.0,0.2,90.0,75.0,75.0,180.0,6.6,5.0,0.75,2.67,0.0,0.0,0.0,0.0,100,g,
こむぎ　［その他］　小麦たんぱく　粒状,101.0,19.4,0.29,0.82,0.05,0.0,0.4,0.0,0.0,0.5,0.0,0.02,0.01,1.2,0.01,0.0,5.0,0.0,0.0,0.0,0.1,3.0,14.0,16.0,54.0,1.8,1.4,0.22,0.62,0.0,0.0,0.0,0.0,100,g,
こむぎ　［その他］　小麦たんぱく　ペースト状,145.0,24.2,0.6,1.69,0.11,0.0,0.5,1.0,0.0,1.7,0.0,0.2,0.03,2.7,0.04,0.0,17.0,0.45,0.0,0.0,0.6,39.0,30.0,54.0,160.0,3.0,2.4,0.36,1.57,0.0,0.0,0.0,0.0,100,g,
こむぎ　［その他］　ぎょうざの皮　生,275.0,8.4,0.32,0.68,0.04,60.4,2.2,0.0,0.0,0.2,0.0,0.08,0.04,0.7,0.06,0.0,12.0,0.61,0.0,0.0,0.0,64.0,16.0,18.0,60.0,0.8,0.6,0.12,0.28,0.0,0.0,0.0,0.0,100,g,
こむぎ　［その他］　しゅうまいの皮　生,275.0,7.5,0.32,0.68,0.04,61.2,2.2,0.0,0.0,0.2,0.0,0.09,0.04,0.6,0.05,0.0,9.0,0.5,0.0,0.0,0.0,72.0,16.0,17.0,60.0,0.6,0.5,0.1,0.28,0.0,0.0,0.0,0.0,100,g,
こむぎ　［その他］　ピザ生地,265.0,0.0,0.49,1.24,0.13,53.2,2.3,0.0,0.0,0.3,0.0,0.15,0.11,1.0,0.05,0.0,20.0,0.54,0.0,0.0,1.3,91.0,13.0,22.0,77.0,0.8,0.6,0.09,0.5,0.0,0.0,0.0,0.0,100,g,
こむぎ　［その他］　ちくわぶ,160.0,6.5,0.28,0.58,0.03,0.0,1.5,0.0,0.0,0.0,0.0,0.01,0.02,0.3,0.01,0.0,4.0,0.25,0.0,0.0,0.0,3.0,8.0,6.0,31.0,0.5,0.2,0.07,0.08,0.0,0.0,0.0,0.0,100,g,
こむぎ　［その他］　パン粉　生,277.0,9.1,1.85,0.95,0.06,51.5,3.0,0.0,0.0,0.3,0.0,0.11,0.02,1.2,0.05,0.0,40.0,0.41,0.0,0.0,0.9,110.0,25.0,29.0,97.0,1.1,0.7,0.15,0.47,0.0,0.0,0.0,0.0,100,g,
こむぎ　［その他］　パン粉　半生,315.0,10.4,2.11,1.07,0.07,58.6,3.5,0.0,0.0,0.4,0.0,0.13,0.03,1.4,0.06,0.0,46.0,0.47,0.0,0.0,1.0,130.0,28.0,34.0,110.0,1.2,0.8,0.17,0.53,0.0,0.0,0.0,0.0,100,g,
こむぎ　［その他］　パン粉　乾燥,349.0,12.4,1.48,0.75,0.05,68.6,6.5,0.0,0.0,0.4,1.0,0.16,0.05,2.0,0.1,0.0,24.0,0.46,4.1,0.0,1.4,160.0,25.0,36.0,120.0,1.1,0.9,0.16,0.62,1.0,46.0,1.0,25.0,100,g,
こむぎ　［その他］　冷めん　生,249.0,3.4,0.18,0.24,0.01,57.6,1.1,0.0,0.0,0.0,0.0,0.04,0.0,0.4,0.02,0.0,4.0,0.11,0.0,0.0,1.3,59.0,11.0,12.0,57.0,0.3,0.2,0.05,0.21,0.0,0.0,0.0,0.0,100,g,
こめ　［水稲穀粒］　玄米,346.0,6.0,0.62,0.87,0.03,78.4,3.0,0.0,0.0,1.2,0.0,0.41,0.04,6.3,0.45,0.0,27.0,1.37,6.0,0.0,0.0,230.0,9.0,110.0,290.0,2.1,1.8,0.27,2.06,0.0,3.0,0.0,65.0,100,g,
こめ　［水稲穀粒］　半つき米,345.0,5.6,0.45,0.59,0.02,81.5,1.4,0.0,0.0,0.8,0.0,0.3,0.03,3.5,0.28,0.0,18.0,1.0,3.5,0.0,0.0,150.0,7.0,64.0,210.0,1.5,1.6,0.24,1.4,0.0,2.0,0.0,76.0,100,g,
こめ　［水稲穀粒］　七分つき米,348.0,5.4,0.4,0.49,0.02,83.3,0.9,0.0,0.0,0.4,0.0,0.24,0.03,1.7,0.2,0.0,15.0,0.84,2.9,0.0,0.0,120.0,6.0,45.0,180.0,1.3,1.5,0.23,1.05,0.0,2.0,0.0,73.0,100,g,
こめ　［水稲穀粒］　精白米　うるち米,342.0,5.3,0.29,0.3,0.01,83.1,0.5,0.0,0.0,0.1,0.0,0.08,0.02,1.2,0.12,0.0,12.0,0.66,1.4,0.0,0.0,89.0,5.0,23.0,95.0,0.8,1.4,0.22,0.81,0.0,2.0,0.0,69.0,100,g,
こめ　［水稲穀粒］　精白米　もち米,343.0,5.8,0.29,0.36,0.01,77.6,0.5,0.0,0.0,0.2,0.0,0.12,0.02,1.6,0.12,0.0,12.0,0.67,1.4,0.0,0.0,97.0,5.0,33.0,100.0,0.2,1.5,0.22,1.3,0.0,2.0,0.0,79.0,100,g,
こめ　［水稲穀粒］　精白米　インディカ米,347.0,6.4,0.3,0.25,0.01,80.3,0.5,0.0,0.0,0.0,0.0,0.06,0.02,1.1,0.08,0.0,16.0,0.61,2.0,0.0,0.0,68.0,5.0,18.0,90.0,0.5,1.6,0.2,0.88,0.0,7.0,2.0,62.0,100,g,
こめ　［水稲穀粒］　はいが精米,343.0,0.0,0.55,0.67,0.02,79.4,1.3,0.0,0.0,0.9,0.0,0.23,0.03,3.1,0.22,0.0,18.0,1.0,3.3,0.0,0.0,150.0,7.0,51.0,150.0,0.9,1.6,0.22,1.54,0.0,2.0,0.0,57.0,100,g,
こめ　［水稲穀粒］　発芽玄米,339.0,5.5,0.7,0.92,0.03,76.2,3.1,0.0,0.0,1.2,0.0,0.35,0.02,4.9,0.34,0.0,18.0,0.75,0.0,0.0,0.0,160.0,13.0,120.0,280.0,1.0,1.9,0.23,2.07,0.0,0.0,0.0,0.0,100,g,
こめ　［水稲めし］　玄米,152.0,2.4,0.23,0.32,0.01,35.1,1.4,0.0,0.0,0.5,0.0,0.16,0.02,2.9,0.21,0.0,10.0,0.65,2.5,0.0,0.0,95.0,7.0,49.0,130.0,0.6,0.8,0.12,1.04,0.0,1.0,0.0,34.0,100,g,
こめ　［水稲めし］　半つき米,154.0,2.2,0.15,0.19,0.01,36.8,0.8,0.0,0.0,0.2,0.0,0.08,0.01,1.6,0.07,0.0,6.0,0.35,1.2,0.0,0.0,43.0,4.0,22.0,53.0,0.2,0.7,0.11,0.6,0.0,1.0,0.0,34.0,100,g,
こめ　［水稲めし］　七分つき米,160.0,2.1,0.13,0.16,0.01,36.8,0.5,0.0,0.0,0.1,0.0,0.06,0.01,0.8,0.03,0.0,5.0,0.26,0.9,0.0,0.0,35.0,4.0,13.0,44.0,0.2,0.7,0.11,0.46,0.0,1.0,0.0,35.0,100,g,
こめ　［水稲めし］　精白米　インディカ米,184.0,3.2,0.14,0.12,0.0,41.0,0.4,0.0,0.0,0.0,0.0,0.02,0.0,0.3,0.02,0.0,6.0,0.24,0.5,0.0,0.0,31.0,2.0,8.0,41.0,0.2,0.8,0.1,0.42,0.0,3.0,1.0,32.0,100,g,
こめ　［水稲めし］　精白米　うるち米,156.0,2.0,0.1,0.08,0.0,38.1,1.5,0.0,0.0,0.0,0.0,0.02,0.01,0.2,0.02,0.0,3.0,0.25,0.5,0.0,0.0,29.0,3.0,7.0,34.0,0.1,0.6,0.1,0.35,0.0,1.0,0.0,30.0,100,g,
こめ　［水稲めし］　精白米　もち米,188.0,3.1,0.15,0.15,0.0,45.6,0.4,0.0,0.0,0.0,0.0,0.03,0.01,0.2,0.02,0.0,4.0,0.3,0.5,0.0,0.0,28.0,2.0,5.0,19.0,0.1,0.8,0.11,0.5,0.0,1.0,0.0,48.0,100,g,
こめ　［水稲めし］　はいが精米,159.0,0.0,0.16,0.2,0.01,37.9,0.8,0.0,0.0,0.4,0.0,0.08,0.01,0.8,0.09,0.0,6.0,0.44,1.0,0.0,0.0,51.0,5.0,24.0,68.0,0.2,0.7,0.1,0.68,0.0,1.0,1.0,28.0,100,g,
こめ　［水稲めし］　発芽玄米,161.0,2.7,0.26,0.41,0.01,33.2,1.8,0.0,0.0,0.3,0.0,0.13,0.01,2.0,0.13,0.0,6.0,0.36,0.0,0.0,0.0,68.0,6.0,53.0,130.0,0.4,0.9,0.11,0.93,0.0,0.0,0.0,0.0,100,g,
こめ　［水稲全かゆ］　玄米,64.0,1.0,0.09,0.13,0.0,14.9,0.6,0.0,0.0,0.0,0.0,0.07,0.01,1.2,0.09,0.0,4.0,0.28,0.0,0.0,0.0,41.0,3.0,21.0,55.0,0.2,0.3,0.05,0.44,0.0,0.0,0.0,0.0,100,g,
こめ　［水稲全かゆ］　半つき米,65.0,0.9,0.08,0.1,0.0,15.7,0.3,0.0,0.0,0.0,0.0,0.03,0.0,0.7,0.03,0.0,2.0,0.15,0.0,0.0,0.0,18.0,2.0,9.0,23.0,0.1,0.3,0.05,0.26,0.0,0.0,0.0,0.0,100,g,
こめ　［水稲全かゆ］　七分つき米,68.0,0.9,0.05,0.07,0.0,15.6,0.2,0.0,0.0,0.0,0.0,0.03,0.0,0.3,0.01,0.0,2.0,0.11,0.0,0.0,0.0,15.0,2.0,6.0,19.0,0.1,0.3,0.04,0.19,0.0,0.0,0.0,0.0,100,g,
こめ　［水稲全かゆ］　精白米,65.0,0.9,0.03,0.03,0.0,16.2,0.1,0.0,0.0,0.0,0.0,0.01,0.0,0.1,0.01,0.0,1.0,0.11,0.3,0.0,0.0,12.0,1.0,3.0,14.0,0.0,0.3,0.04,0.15,0.0,0.0,0.0,13.0,100,g,
こめ　［水稲五分かゆ］　玄米,32.0,0.5,0.05,0.06,0.0,7.5,0.3,0.0,0.0,0.0,0.0,0.03,0.0,0.6,0.05,0.0,2.0,0.14,0.0,0.0,0.0,20.0,1.0,10.0,28.0,0.1,0.2,0.03,0.22,0.0,0.0,0.0,0.0,100,g,
こめ　［水稲五分かゆ］　半つき米,32.0,0.5,0.03,0.03,0.0,7.8,0.1,0.0,0.0,0.0,0.0,0.02,0.0,0.3,0.01,0.0,1.0,0.07,0.0,0.0,0.0,9.0,1.0,5.0,11.0,0.0,0.2,0.02,0.13,0.0,0.0,0.0,0.0,100,g,
こめ　［水稲五分かゆ］　七分つき米,32.0,0.5,0.03,0.03,0.0,7.8,0.1,0.0,0.0,0.0,0.0,0.01,0.0,0.2,0.01,0.0,1.0,0.05,0.0,0.0,0.0,8.0,1.0,3.0,9.0,0.0,0.1,0.02,0.1,0.0,0.0,0.0,0.0,100,g,
こめ　［水稲五分かゆ］　精白米,33.0,0.4,0.03,0.03,0.0,8.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.1,0.0,0.0,6.0,1.0,1.0,7.0,0.0,0.1,0.02,0.08,0.0,0.0,0.0,7.0,100,g,
こめ　［水稲おもゆ］　玄米,19.0,0.3,0.02,0.03,0.0,4.4,0.2,0.0,0.0,0.0,0.0,0.02,0.0,0.4,0.03,0.0,1.0,0.08,0.0,0.0,0.0,12.0,1.0,6.0,16.0,0.1,0.1,0.01,0.13,0.0,0.0,0.0,0.0,100,g,
こめ　［水稲おもゆ］　半つき米,19.0,0.2,0.03,0.03,0.0,4.6,0.1,0.0,0.0,0.0,0.0,0.01,0.0,0.2,0.01,0.0,1.0,0.04,0.0,0.0,0.0,5.0,1.0,3.0,7.0,0.0,0.1,0.01,0.08,0.0,0.0,0.0,0.0,100,g,
こめ　［水稲おもゆ］　七分つき米,20.0,0.2,0.03,0.03,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.1,0.0,0.0,1.0,0.03,0.0,0.0,0.0,4.0,1.0,2.0,5.0,0.0,0.1,0.01,0.06,0.0,0.0,0.0,0.0,100,g,
こめ　［水稲おもゆ］　精白米,19.0,0.2,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.0,0.0,4.0,0.0,1.0,4.0,0.0,0.1,0.01,0.04,0.0,1.0,0.0,8.0,100,g,
こめ　［陸稲穀粒］　玄米,357.0,8.7,0.62,0.87,0.03,78.4,3.0,0.0,0.0,1.2,0.0,0.41,0.04,6.3,0.45,0.0,27.0,1.37,0.0,0.0,0.0,230.0,9.0,110.0,290.0,2.1,1.8,0.27,1.53,0.0,0.0,0.0,0.0,100,g,
こめ　［陸稲穀粒］　半つき米,356.0,8.1,0.45,0.59,0.02,81.5,1.4,0.0,0.0,0.8,0.0,0.3,0.03,4.9,0.28,0.0,18.0,1.0,0.0,0.0,0.0,150.0,7.0,64.0,210.0,1.5,1.6,0.24,1.04,0.0,0.0,0.0,0.0,100,g,
こめ　［陸稲穀粒］　七分つき米,359.0,8.0,0.4,0.49,0.02,83.3,0.9,0.0,0.0,0.4,0.0,0.24,0.03,3.4,0.2,0.0,15.0,0.84,0.0,0.0,0.0,120.0,6.0,45.0,180.0,1.3,1.5,0.23,0.78,0.0,0.0,0.0,0.0,100,g,
こめ　［陸稲穀粒］　精白米,331.0,7.8,0.29,0.3,0.01,77.6,0.5,0.0,0.0,0.1,0.0,0.08,0.02,1.2,0.12,0.0,12.0,0.66,0.0,0.0,0.0,89.0,5.0,23.0,95.0,0.8,1.4,0.22,0.59,0.0,0.0,0.0,0.0,100,g,
こめ　［陸稲めし］　玄米,156.0,3.5,0.23,0.32,0.01,35.1,1.4,0.0,0.0,0.5,0.0,0.16,0.02,2.9,0.21,0.0,10.0,0.65,0.0,0.0,0.0,95.0,7.0,49.0,130.0,0.6,0.8,0.12,0.77,0.0,0.0,0.0,0.0,100,g,
こめ　［陸稲めし］　半つき米,157.0,3.1,0.15,0.19,0.01,36.8,0.8,0.0,0.0,0.2,0.0,0.08,0.01,1.6,0.07,0.0,6.0,0.35,0.0,0.0,0.0,43.0,4.0,22.0,53.0,0.2,0.7,0.11,0.45,0.0,0.0,0.0,0.0,100,g,
こめ　［陸稲めし］　七分つき米,155.0,2.9,0.13,0.16,0.01,36.8,0.5,0.0,0.0,0.1,0.0,0.06,0.01,0.8,0.03,0.0,5.0,0.26,0.0,0.0,0.0,35.0,4.0,13.0,44.0,0.2,0.7,0.11,0.34,0.0,0.0,0.0,0.0,100,g,
こめ　［陸稲めし］　精白米,157.0,2.8,0.1,0.1,0.0,38.1,0.3,0.0,0.0,0.0,0.0,0.02,0.01,0.2,0.02,0.0,3.0,0.25,0.0,0.0,0.0,29.0,3.0,7.0,34.0,0.1,0.6,0.1,0.26,0.0,0.0,0.0,0.0,100,g,
こめ　［うるち米製品］　アルファ化米　一般用,358.0,5.0,0.31,0.27,0.01,87.6,1.2,0.0,0.0,0.1,0.0,0.04,0.0,0.5,0.04,0.0,7.0,0.19,1.0,0.0,0.0,37.0,7.0,14.0,71.0,0.1,1.6,0.22,0.6,0.0,2.0,1.0,69.0,100,g,
こめ　［うるち米製品］　水稲全かゆ　レトルト　玄米,45.0,0.7,0.09,0.11,0.0,10.0,0.9,0.0,0.0,0.2,0.0,0.03,0.0,0.7,0.05,0.0,2.0,0.12,0.8,0.0,0.0,30.0,3.0,15.0,37.0,0.1,0.3,0.03,0.36,0.0,0.0,0.0,10.0,100,g,
こめ　［うるち米製品］　水稲全かゆ　レトルト　精白米,37.0,0.5,0.04,0.03,0.0,9.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.0,0.0,6.0,2.0,2.0,7.0,0.1,0.1,0.01,0.06,0.0,0.0,0.0,6.0,100,g,
こめ　［うるち米製品］　おにぎり,170.0,2.4,0.1,0.1,0.0,39.7,0.4,0.0,0.0,0.0,0.0,0.02,0.01,0.2,0.02,0.0,3.0,0.27,0.0,0.0,0.5,31.0,3.0,7.0,37.0,0.1,0.6,0.1,0.38,0.0,0.0,0.0,0.0,100,g,
こめ　［うるち米製品］　焼きおにぎり,166.0,2.7,0.1,0.1,0.0,40.6,0.4,0.0,0.0,0.0,0.0,0.03,0.02,0.3,0.03,0.0,5.0,0.29,1.1,0.0,1.0,56.0,5.0,11.0,46.0,0.2,0.7,0.1,0.37,25.0,4.0,1.0,43.0,100,g,
こめ　［うるち米製品］　きりたんぽ,200.0,2.8,0.13,0.13,0.0,46.1,0.4,0.0,0.0,0.0,0.0,0.03,0.01,0.3,0.02,0.0,4.0,0.31,0.0,0.0,0.0,36.0,4.0,9.0,43.0,0.1,0.7,0.12,0.4,0.0,0.0,0.0,0.0,100,g,
こめ　［うるち米製品］　上新粉,343.0,5.4,0.29,0.3,0.01,83.5,0.6,0.0,0.0,0.2,0.0,0.09,0.02,1.3,0.12,0.0,12.0,0.67,1.1,0.0,0.0,89.0,5.0,23.0,96.0,0.8,1.0,0.19,0.75,1.0,4.0,1.0,77.0,100,g,
こめ　［うるち米製品］　玄米粉,370.0,5.4,0.67,0.82,0.03,84.8,3.5,0.0,0.0,1.2,0.0,0.0,0.03,4.6,0.08,0.0,9.0,0.12,5.1,0.0,0.0,230.0,12.0,110.0,290.0,1.4,2.4,0.3,2.49,1.0,2.0,6.0,120.0,100,g,
こめ　［うるち米製品］　米粉,356.0,5.1,0.25,0.2,0.01,81.7,0.6,0.0,0.0,0.0,0.0,0.03,0.01,0.3,0.04,0.0,9.0,0.2,0.0,0.0,0.0,45.0,6.0,11.0,62.0,0.1,1.5,0.23,0.6,0.0,0.0,0.0,0.0,100,g,
こめ　［うるち米製品］　米粉パン　小麦グルテン不使用のもの,247.0,2.8,0.43,0.44,0.13,55.6,0.9,0.0,0.0,0.5,0.0,0.05,0.03,0.7,0.04,0.0,30.0,0.23,0.0,0.0,0.9,92.0,4.0,11.0,46.0,0.2,0.9,0.12,0.38,0.0,0.0,0.0,0.0,100,g,
こめ　［うるち米製品］　米粉めん,252.0,3.2,0.24,0.2,0.01,56.6,0.9,0.0,0.0,0.0,0.0,0.03,0.0,0.5,0.05,0.0,4.0,0.31,0.0,0.0,0.1,43.0,5.0,11.0,56.0,0.1,1.1,0.15,0.48,0.0,0.0,0.0,0.0,100,g,
こめ　［うるち米製品］　ビーフン,360.0,5.8,0.51,0.53,0.02,79.9,0.9,0.0,0.0,0.0,0.0,0.06,0.02,0.6,0.0,0.0,4.0,0.09,0.6,0.0,0.0,33.0,14.0,13.0,59.0,0.7,0.6,0.06,0.33,5.0,3.0,4.0,25.0,100,g,
こめ　［うるち米製品］　ライスペーパー,339.0,0.4,0.09,0.03,0.0,85.7,0.8,0.0,0.0,0.0,0.0,0.01,0.0,0.1,0.01,0.3,3.0,0.02,0.2,0.0,1.7,22.0,21.0,21.0,12.0,1.2,0.1,0.03,0.14,6.0,0.0,18.0,3.0,100,g,
こめ　［うるち米製品］　米こうじ,260.0,4.6,0.49,0.49,0.01,60.3,1.4,0.0,0.0,0.2,0.0,0.11,0.13,1.5,0.11,0.0,71.0,0.42,4.2,0.0,0.0,61.0,5.0,16.0,83.0,0.3,0.9,0.16,0.74,0.0,2.0,0.0,48.0,100,g,
こめ　［もち米製品］　もち,223.0,3.6,0.17,0.17,0.0,50.0,0.5,0.0,0.0,0.0,0.0,0.03,0.01,0.2,0.03,0.0,4.0,0.34,0.6,0.0,0.0,32.0,3.0,6.0,22.0,0.1,0.9,0.13,0.58,0.0,2.0,0.0,56.0,100,g,
こめ　［もち米製品］　赤飯,186.0,3.6,0.14,0.16,0.02,41.0,1.6,0.0,0.0,0.0,1.0,0.05,0.01,0.2,0.03,0.0,9.0,0.3,1.0,0.0,0.0,71.0,6.0,11.0,34.0,0.4,0.9,0.13,0.45,0.0,2.0,0.0,61.0,100,g,
こめ　［もち米製品］　あくまき,131.0,2.0,0.53,0.54,0.01,29.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.0,0.0,0.0,0.0,0.0,300.0,6.0,6.0,10.0,0.1,0.7,0.05,0.39,0.0,0.0,0.0,0.0,100,g,
こめ　［もち米製品］　白玉粉,347.0,5.5,0.25,0.31,0.01,84.2,0.5,0.0,0.0,0.0,0.0,0.03,0.01,0.4,0.01,0.0,14.0,0.0,1.0,0.0,0.0,3.0,5.0,6.0,45.0,1.1,1.2,0.17,0.55,3.0,3.0,1.0,56.0,100,g,
こめ　［もち米製品］　道明寺粉,349.0,6.1,0.22,0.15,0.0,85.1,0.7,0.0,0.0,0.0,0.0,0.04,0.01,0.4,0.04,0.0,6.0,0.22,0.0,0.0,0.0,45.0,6.0,9.0,41.0,0.4,1.5,0.22,0.9,0.0,0.0,0.0,0.0,100,g,
こめ　［その他］　米ぬか,374.0,10.9,3.45,5.68,0.22,27.5,20.5,0.0,0.0,10.0,0.0,3.12,0.21,35.0,3.27,0.0,180.0,4.43,38.0,0.0,0.0,1500.0,35.0,850.0,2000.0,7.6,5.9,0.48,15.0,3.0,5.0,5.0,65.0,100,g,
そば　そば粉　全層粉,339.0,10.2,0.6,0.96,0.06,70.2,4.3,0.0,0.0,0.2,0.0,0.46,0.11,4.5,0.3,0.0,51.0,1.56,17.0,0.0,0.0,410.0,17.0,190.0,400.0,2.8,2.4,0.54,1.09,1.0,7.0,4.0,47.0,100,g,
そば　そば粉　内層粉,342.0,5.1,0.31,0.5,0.03,81.2,1.8,0.0,0.0,0.1,0.0,0.16,0.07,2.2,0.2,0.0,30.0,0.72,4.7,0.0,0.0,190.0,10.0,83.0,130.0,1.7,0.9,0.37,0.49,0.0,7.0,2.0,12.0,100,g,
そば　そば粉　中層粉,334.0,8.7,0.53,0.84,0.05,71.3,4.4,0.0,0.0,0.2,0.0,0.35,0.1,4.1,0.44,0.0,44.0,1.54,18.0,0.0,0.0,470.0,19.0,220.0,390.0,3.0,2.2,0.58,1.17,0.0,13.0,3.0,43.0,100,g,
そば　そば粉　表層粉,337.0,12.8,0.7,1.12,0.07,45.5,7.1,0.0,0.0,0.4,0.0,0.5,0.14,7.1,0.76,0.0,84.0,2.6,38.0,0.0,0.0,750.0,32.0,340.0,700.0,4.2,4.6,0.91,2.42,2.0,16.0,6.0,77.0,100,g,
そば　そば米,347.0,8.0,0.49,0.77,0.05,70.8,3.7,0.0,0.0,0.1,0.0,0.42,0.1,4.3,0.35,0.0,23.0,1.53,0.0,0.0,0.0,390.0,12.0,150.0,260.0,1.6,1.4,0.38,0.76,0.0,0.0,0.0,0.0,100,g,
そば　そば　生,271.0,8.2,0.4,0.76,0.04,56.4,6.0,0.0,0.0,0.2,0.0,0.19,0.09,3.4,0.15,0.0,19.0,1.09,5.5,0.0,0.0,160.0,18.0,65.0,170.0,1.4,1.0,0.21,0.86,4.0,24.0,3.0,25.0,100,g,
そば　そば　ゆで,130.0,3.9,0.21,0.4,0.02,27.0,2.9,0.0,0.0,0.1,0.0,0.05,0.02,0.5,0.04,0.0,8.0,0.33,2.7,0.0,0.0,34.0,9.0,27.0,80.0,0.8,0.4,0.1,0.38,0.0,12.0,2.0,11.0,100,g,
そば　干しそば　乾,344.0,11.7,0.49,0.92,0.05,72.4,3.7,0.0,0.0,0.3,0.0,0.37,0.08,3.2,0.24,0.0,25.0,1.15,0.0,0.0,2.2,260.0,24.0,100.0,230.0,2.6,1.5,0.34,1.11,0.0,0.0,0.0,0.0,100,g,
そば　干しそば　ゆで,113.0,3.9,0.15,0.28,0.02,23.6,1.5,0.0,0.0,0.1,0.0,0.08,0.02,0.6,0.05,0.0,5.0,0.22,0.0,0.0,0.1,13.0,12.0,33.0,72.0,0.9,0.4,0.1,0.33,0.0,0.0,0.0,0.0,100,g,
